"	amplitude_id","	user_id","	carrier","	city","	country","	device","	device_type","	dma","	ip_address","	language","	library","	os","	paying","	platform","	region","	start_version","	version","	gp:ApiTapi Sync","	gp:[Apphud] autorenew-Untitled","	gp:[Apphud] paying","	gp:[Apphud] payments_count","	gp:[Apphud] status-Untitled","	gp:[Apphud] total_spent","	gp:[AppsFlyer] adgroup name","	gp:[AppsFlyer] campaign","	gp:[AppsFlyer] creative name","	gp:[AppsFlyer] installed at","	gp:[AppsFlyer] media source","	gp:[AppsFlyer] network name","	gp:[AppsFlyer] search term","	gp:launchScreenVariations","	gp:paywallPosition","	gp:paywallVariations","	gp:pushNotificationsGranted","	gp:push_access","	gp:sex"
"	164906794521","	06A8FD93-F05C-4B6F-9AAB-F2353C0B753D","	Telenor PK","	Karachi","	Pakistan","	Apple iPhone","	Apple iPhone 6","	","	37.111.139.127","	English","	http/1.0","	ios 12.4.5","	","	iOS","	Sindh","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 07:45:17.962","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164909664287","	F908D457-28FC-405C-842A-FC4732F6E6D4","	Verizon","	","	United States","	Apple iPhone","	Apple iPhone SE","	Richmond-Petersburg, VA","	173.53.86.227","	English","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	Virginia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-06 07:53:55.836","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164911720817","	9BD91850-1277-4F4D-9E3A-91C86EA1D4F2","	Tele2","	Ekaterinburg","	Russia","	Apple iPhone","	Apple iPhone 6s","	","	176.59.202.197","	Russian","	http/1.0","	ios 13.5.1","	","	iOS","	Sverdlovskaya Oblast'","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:01:37.692","	Organic","	organic","	","	","	old","	0","	False","	","	"
"	164913065379","	EC948417-F7AD-4AB1-914A-2E024378BE13","	Mobile TeleSystems","	Tver","	Russia","	Apple iPhone","	Apple iPhone 8","	","	93.91.117.104","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Tver’ Oblast","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:03:51.313","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164914608027","	00974F6C-6F25-4852-A172-147FD80771D9","	YOTA","	Novosibirsk","	Russia","	Apple iPhone","	Apple iPhone 6s","	","	188.162.0.95","	Russian","	http/1.0","	ios 13.5","	","	iOS","	Novosibirsk Oblast","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:08:10.622","	Organic","	organic","	","	","	old","	0","	False","	","	"
"	164915837115","	D8435A46-F87D-43B1-AB63-4C701638FABA","	Beeline","	Krasnodar","	Russia","	Apple iPhone","	Apple iPhone 6s Plus","	","	37.146.60.23","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Krasnodarskiy Kray","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:11:42.824","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164916135275","	CB2E7ED2-F0F8-4D96-B128-DC64128EB4AA","	OPTUS","	Fitzroy North","	Australia","	Apple iPhone","	iPhone 11 Pro Max","	","	175.33.223.195","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Victoria","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 08:12:33.089","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164917043301","	F74E8766-5BEC-40ED-BC4C-54E5500C58F9","	Beeline","	St Petersburg","	Russia","	Apple iPhone","	Apple iPhone 5s","	","	217.118.92.55","	Russian","	http/1.0","	ios 12.4.6","	","	iOS","	St.-Petersburg","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	","	","	","	","	","	","	","	old","	0","	False","	","	"
"	164918168800","	4B5D4436-21AE-4F2F-8448-C8E110D111A8","	中国联通","	Singapore","	Singapore","	Apple iPhone","	Apple iPhone X","	","	45.56.153.40","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 08:18:21.508","	Organic","	organic","	","	","	old","	1","	False","	","	male"
"	164918341911","	BA280F51-2626-49C6-8615-B1F4ADCE92C3","	T-Mobile","	Los Angeles","	United States","	Apple iPhone","	iPhone 11","	Los Angeles, CA","	23.243.76.100","	English","	amplitude-ios/4.8.2","	ios 13.5.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 08:18:53.147","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164919418695","	B35F97FA-399C-4B55-95B0-AFCFBBBB6DF8","	Vodafone India","	Mumbai","	India","	Apple iPhone","	iPhone 11 Pro","	","	111.125.252.49","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Maharashtra","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 08:21:59.998","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164919886640","	B529B15E-25D4-42BA-B069-45896409BE1B","	TIGO","	Guatemala City","	Guatemala","	Apple iPhone","	Apple iPhone XS","	","	181.174.90.254","	Spanish","	http/1.0","	ios 13.3.1","	","	iOS","	Departamento de Guatemala","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:23:24.120","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164920245621","	151879EF-5876-41DD-BB2F-45F737F667E1","	Unknown","	Lahore","	Pakistan","	Apple iPhone","	Apple iPhone XS Max","	","	119.160.97.247","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Punjab","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 08:24:30.105","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164920757083","	089846E5-C3FE-4DD7-97D0-8F4BA6B37C2D","	Verizon","	Tucson","	United States","	Apple iPhone","	Apple iPhone 8","	Tucson (Sierra Vista), AZ","	69.244.56.235","	English","	http/1.0","	ios 13.5.1","	","	iOS","	Arizona","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:26:01.287","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164921192204","	7F966D03-AEEF-483D-A9C5-3865F3BBF22F","	中国移动","	Changzhou","	China","	Apple iPhone","	Apple iPhone 7 Plus","	","	180.116.83.208","	Chinese","	http/1.0","	ios 11.4","	","	iOS","	Jiangsu","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:27:16.000","	Organic","	organic","	","	","	old","	0","	","	denied","	male"
"	164923321676","	CBE6F2D0-A619-492E-988E-DBD14833F707","	Voda NZ","	Wellington","	New Zealand","	Apple iPhone12,8","	","	","	114.23.161.168","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Wellington","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 08:33:29.729","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164923737857","	57917485-2388-4DD8-A5CC-ED2A402D0B64","	Sprint","	Willoughby","	United States","	Apple iPhone","	iPhone XR","	Cleveland-Akron (Canton), OH","	75.185.75.45","	English","	amplitude-ios/4.8.2","	ios 13.4.5","	","	iOS","	Ohio","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	1","	True","	granted","	"
"	164924035137","	5CBDB13B-F0E1-4807-A087-E71A86EDEDAF","	TFW","	Big Rapids","	United States","	Apple iPhone","	Apple iPhone 6s Plus","	Traverse City-Cadillac, MI","	47.26.140.104","	English","	amplitude-ios/4.8.2","	ios 13.5.1","	","	iOS","	Michigan","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	1","	True","	granted","	"
"	164924038968","	3F18F4B9-5900-428B-ABE0-15F9D57CE64A","	Telenor","	Oslo","	Norway","	Apple iPhone","	Apple iPhone 6s","	","	84.210.95.79","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Oslo County","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 08:35:32.989","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164926363093","	E989D699-F843-468C-B151-B1B53012FB60","	AT&T","	","	United States","	Apple iPhone","	iPhone 11 Pro Max","	","	107.77.201.138","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 08:42:38.261","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164926622855","	85F44962-5D86-49F7-82EA-F12B38D86117","	Verizon","	Houston","	United States","	Apple iPhone","	Apple iPhone X","	Houston, TX","	174.235.10.240","	English","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-06 08:43:24.404","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164926725302","	934B6D9D-F382-47E4-81C6-59AE2B15D9A9","	AT&T","	Los Angeles","	United States","	Apple iPhone","	Apple iPhone X","	Los Angeles, CA","	107.77.229.56","	English","	http/1.0","	ios 13.3.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-06 08:43:45.864","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	164928602440","	7AA7854D-6F3C-493B-87BC-7B005C186683","	Sprint","	Bell Gardens","	United States","	Apple iPhone","	iPhone 11","	Los Angeles, CA","	107.185.127.181","	English","	amplitude-ios/4.8.2","	ios 13.5.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:49:44.421","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	164929045909","	EB10E4CB-B1C6-458C-8F38-8C9D5BC13A77","	Sprint","	Phoenix","	United States","	Apple iPhone","	iPhone 11","	Phoenix, AZ","	99.203.105.177","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Arizona","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age_2, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 08:51:07.496","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164929053686","	77F3108A-8DD4-4BB5-A066-2F1102C48C15","	Sprint","	Saint Paul","	United States","	Apple iPhone","	Apple iPhone X","	Minneapolis-St. Paul, MN","	75.73.38.182","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Minnesota","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 08:51:06.562","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164929075080","	2B4400E3-067B-40DF-B06A-F6F32F28C88E","	glo","	Miami","	United States","	Apple iPhone","	Apple iPhone 6","	Miami-Ft. Lauderdale, FL","	143.244.34.131","	English","	amplitude-ios/4.8.2","	ios 12.4.8","	","	iOS","	Florida","	2.10","	2.14","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 08:52:08.847","	Organic","	organic","	","	new","	old","	1","	True","	granted","	female"
"	164929390732","	1ACF1D75-222B-4213-B37C-0D4F8B9C607B","	AT&T","	Dallas","	United States","	Apple iPhone","	iPhone XR","	Dallas-Ft. Worth, TX","	107.77.199.71","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-06 08:52:15.384","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164930281507","	ED803F1D-1128-4010-AF0F-7F2BA7EF4708","	TELUS","	Windsor","	Canada","	Apple iPhone","	Apple iPhone XS","	","	69.159.33.90","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Ontario","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 08:55:05.063","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	164933450940","	C23A4D44-5CD9-4EAF-A5EE-F0EFAB0C8B0F","	Airtel","	Lagos","	Nigeria","	Apple iPhone","	Apple iPhone 7 Plus","	","	105.112.178.245","	English","	amplitude-ios/4.8.2","	ios 13.1.3","	","	iOS","	Lagos","	2.10","	2.12","	False","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:05:05.793","	Organic","	organic","	","	new","	old","	0","	True","	granted","	female"
"	164933772095","	D93920FA-1B2F-4B22-9EF2-9F8FFA827CB5","	Verizon","	Omaha","	United States","	Apple iPhone","	Apple iPhone X","	Omaha, NE","	97.119.109.163","	English","	amplitude-ios/4.8.2","	ios 11.4","	true","	iOS","	Nebraska","	2.10","	2.12","	True","	False","	True","	3","	expired","	68.97","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 09:06:04.487","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164934702803","	67B1C852-2B5E-481A-BB34-050EA4F8001A","	Sprint","	Chicago","	United States","	Apple iPhone","	iPhone XR","	Chicago, IL","	99.203.78.26","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Illinois","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 09:08:53.219","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164934917100","	2BFCEF4E-841C-4290-BCF0-40480CF7D608","	vf GR","	Athens","	Greece","	Apple iPhone","	Apple iPhone 6s","	","	194.219.103.250","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Attica","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 09:09:30.333","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	164935938878","	9566CB5F-882E-4974-AB91-86818BCB011A","	MTS Armenia","	Malishka","	Armenia","	Apple iPhone","	Apple iPhone 6 Plus","	","	212.42.193.138","	Russian","	amplitude-ios/4.8.2","	ios 12.4.5","	","	iOS","	Vayots Dzor","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:12:38.738","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164936018167","	7638B1CD-8CE5-4168-8A44-8E3105830280","	Mobile TeleSystems","	Krasnodar","	Russia","	Apple iPhone","	Apple iPhone 7","	","	95.153.131.97","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Krasnodarskiy Kray","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:12:53.992","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164936522218","	2B0B2D43-D4A4-49A0-BBFF-2BEADBE26AB3","	AT&T","	Lebanon","	United States","	Apple iPhone","	Apple iPhone SE","	Harrisburg-Lancaster-York, PA","	73.230.250.36","	English","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	Pennsylvania","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 09:14:24.565","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164937066828","	C8687DFE-D09A-4B23-93BA-C641C24AD483","	Airtel","	Lagos","	Nigeria","	Apple iPhone","	iPhone XR","	","	105.112.70.176","	English","	apphud","	ios 13.1.2","	true","	iOS","	Lagos","	2.10","	2.12","	True","	False","	True","	1","	expired","	21.99","	","	N/A","	","	2020-09-08 20:41:35.707","	Organic","	organic","	","	new","	old","	1","	True","	granted","	female"
"	164937900429","	013AD2F3-422C-41D1-9D0A-67F3DBFC3775","	Jazz","	Islamabad","	Pakistan","	Apple iPhone","	iPhone 11 Pro Max","	","	111.119.177.9","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Islamabad","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 09:18:19.290","	Organic","	organic","	","	","	old","	0","	False","	","	female"
"	164938831676","	C44D731D-C3D9-4917-850E-4ACC5089EEAC","	Beeline","	Rostov-on-Don","	Russia","	Apple iPhone","	Apple iPhone 7 Plus","	","	31.23.36.152","	Russian","	http/1.0","	ios 13.5","	","	iOS","	Rostov","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:21:00.575","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164939132524","	2439646F-A553-46E4-8727-176E29909FB4","	Carrier","	","	Iran","	Apple iPhone","	Apple iPhone 6s Plus","	","	89.199.248.252","	English","	amplitude-ios/4.8.2","	ios 13.3","	","	iOS","	","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:21:51.909","	Organic","	organic","	","	","	old","	0","	False","	denied","	male"
"	164939387803","	A3C2D2D8-5600-4BF5-A29E-5CC2FF52B7E0","	Mobile TeleSystems","	Krasnodar","	Russia","	Apple iPhone","	Apple iPhone 6s","	","	95.153.131.220","	Russian","	http/1.0","	ios 13.4.1","	","	iOS","	Krasnodarskiy Kray","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:22:35.259","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164940883092","	BB1138E6-4790-4AFF-BCC3-B9F0899FEA10","	Telstra","	Epping","	Australia","	Apple iPhone","	iPhone 11","	","	121.217.198.136","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	New South Wales","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	1","	True","	granted","	"
"	164943510142","	80396AED-FCA8-46A9-8EF7-F306017C7A2F","	T-Mobile","	Miami","	United States","	Apple iPhone","	iPhone 11","	Miami-Ft. Lauderdale, FL","	172.58.12.108","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Florida","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-06 09:34:21.823","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	164944702432","	0D4EDAC6-901A-4FAA-B590-591A717AD5D6","	MegaFon","	Krasnodar","	Russia","	Apple iPhone","	Apple iPhone XS","	","	178.176.216.93","	Russian","	amplitude-ios/4.8.2","	ios 13.3.1","	","	iOS","	Krasnodarskiy Kray","	2.10","	2.10","	True","	","	","	","	","	","	","	","	","	","	","	","	","	","	old","	0","	False","	","	"
"	164944718957","	139E0C11-A763-45C1-A463-6776888D8DD1","	cricket","	Fresno","	United States","	Apple iPhone","	iPhone XR","	Fresno-Visalia, CA","	76.20.94.43","	English","	http/1.0","	ios 13.3.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-06 09:38:02.008","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164945039728","	7D305AAB-E928-4ED3-9FFC-F460224E1E32","	Spark NZ","	Auckland","	New Zealand","	Apple iPhone","	Apple iPhone 8","	","	125.237.149.62","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Auckland","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test_15_04_2","	2020-06-06 09:38:56.420","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164945903338","	B292B6CE-9B56-4BBC-9A8F-E6EA0F457307","	TELUS","	Lethbridge","	Canada","	Apple iPhone","	Apple iPhone X","	","	198.53.89.205","	English","	http/1.0","	ios 13.5.1","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-06 09:41:36.311","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	True","	granted","	male"
"	164946339253","	B3355D2B-2A2E-47E7-A7A4-A24675566D64","	Bell","	Calgary","	Canada","	Apple iPhone","	Apple iPhone XS Max","	","	68.147.0.85","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Alberta","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 09:42:53.707","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164946739790","	E4B9B155-AC01-4CEE-B189-1AD0A2EBA1CA","	AirTel","	Hyderabad","	India","	Apple iPhone","	Apple iPhone XS","	","	106.217.144.225","	English","	http/1.0","	ios 13.3","	","	iOS","	Telangana","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 09:44:04.623","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164948970430","	9BA7ADD1-CEDC-41D8-8D05-55B7325E9175","	cricket","	","	United States","	Apple iPhone","	iPhone XR","	","	107.242.121.31","	English","	http/1.0","	ios 13.3.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-06 09:50:22.322","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	1","	True","	granted","	male"
"	164949572065","	6EEB066D-728A-4763-A00C-259D251119EF","	AT&T","	Fort Worth","	United States","	Apple iPhone","	iPhone 11 Pro Max","	Dallas-Ft. Worth, TX","	71.135.64.144","	English","	apphud","	ios 13.4.1","	true","	iOS","	Texas","	2.10","	2.10","	True","	False","	True","	1","	expired","	41.99","	Test Age, US, Male, 25+, purchase","	N/A","	test7","	2020-06-06 09:51:58.680","	Organic","	organic","	","	","	old","	0","	False","	denied","	male"
"	164950189024","	638FE648-296D-471A-839E-7AB93B5CB1C0","	Telstra","	Adelaide","	Australia","	Apple iPhone","	Apple iPhone XS Max","	","	1.125.110.113","	English","	amplitude-ios/4.8.2","	ios 13.5","	","	iOS","	South Australia","	2.10","	2.10","	True","	","	","	","	","	","	","	N/A","	","	2020-06-06 09:54:11.707","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164950505532","	AF045B32-C212-4442-962B-4BE1F405ECC8","	AT&T","	Tempe","	United States","	Apple iPhone","	Apple iPhone SE","	Phoenix, AZ","	68.109.134.239","	English","	amplitude-ios/4.8.2","	ios 13.4.1","	","	iOS","	Arizona","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-06 09:54:31.760","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	164952489542","	BA7F0B16-5A3D-42E6-B537-1737782D3A79","	AT&T","	Sun City","	United States","	Apple iPhone","	Apple iPhone 7","	Los Angeles, CA","	173.24.89.91","	English","	amplitude-ios/4.8.2","	ios 13.2","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	D2_App Install, United States, Male, 18+","	N/A","	test3","	2020-06-06 10:00:05.251","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	164952919191","	D45A72A8-2148-4822-B926-4FF24CE7A97A","	Boost","	Corona","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Los Angeles, CA","	99.21.77.160","	English","	http/1.0","	ios 13.4.1","	","	iOS","	California","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Age, US, Male, 18-24, purchase","	N/A","	test7","	2020-06-06 10:01:14.520","	Organic","	organic","	","	","	old","	1","	True","	granted","	male"
"	164955621875","	FCDF7951-1856-47CE-A94F-AF5D62AD2724","	Telstra","	Bilambil Heights","	Australia","	Apple iPhone12,8","	","	","	101.184.30.41","	English","	http/1.0","	ios 13.4.1","	","	iOS","	New South Wales","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	None","	","	2020-06-06 10:08:44.772","	AppStoreSweetLP","	AppStoreSweetLP","	","	","	old","	0","	True","	granted","	male"
"	164955902950","	C74D5EDB-E4F9-4761-BC19-B021A6926C28","	Mobile TeleSystems","	St Petersburg","	Russia","	Apple iPhone","	iPhone 11","	","	176.117.197.76","	Russian","	http/1.0","	ios 13.5.1","	","	iOS","	St.-Petersburg","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 10:09:27.490","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164957403489","	FEA4B342-5BDA-422B-9529-42B401AC5222","	Telstra","	Sydney","	Australia","	Apple iPhone","	iPhone 11 Pro","	","	220.240.118.201","	English","	http/1.0","	ios 13.5","	","	iOS","	New South Wales","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 10:13:28.507","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164957741015","	AC744941-87B8-4939-B658-48EDE4939F8A","	Rogers","	Brampton","	Canada","	Apple iPhone","	iPhone XR","	","	72.136.115.164","	English","	http/1.0","	ios 13.4.1","	","	iOS","	Ontario","	2.10","	2.10","	False","	False","	False","	0","	none","	0.0","	Test Geo,WW, Male, 18+, purchase","	N/A","	test7","	2020-06-06 10:14:23.980","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164962257117","	ECA2A0B4-3049-498B-9B31-19457304DA1A","	cricket","	Columbia","	United States","	Apple iPhone","	Apple iPhone 8 Plus","	Columbia, SC","	71.68.224.21","	English","	http/1.0","	ios 13.4.1","	","	iOS","	South Carolina","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	","	","	","	","	","	","	","	old","	1","	True","	granted","	male"
"	164962509206","	49392C3E-E902-469C-8E96-950841464A8F","	Freedom Mobile","	Vancouver","	Canada","	Apple iPhone","	iPhone XR","	","	50.68.125.128","	English","	http/1.0","	ios 13.2.2","	","	iOS","	British Columbia","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 10:27:43.621","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
"	164964635127","	6FBC3B18-5D11-43D7-8A9A-8E0DEB1EB0B5","	Verizon","	Pharr","	United States","	Apple iPhone","	iPhone 11 Pro","	Harlingen-Weslaco-McAllen, TX","	24.167.65.73","	English","	http/1.0","	ios 13.3.1","	","	iOS","	Texas","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	Test INT, US, Male, 18+, install","	N/A","	test7","	2020-06-06 10:33:59.013","	Organic","	organic","	","	","	old","	0","	False","	","	male"
"	164965862381","	81008579-B700-420B-8AA1-16D1394B8EAD","	Three","	Wanstead","	United Kingdom","	Apple iPhone","	Apple iPhone SE","	","	92.2.53.77","	English","	http/1.0","	ios 13.1.2","	","	iOS","	Redbridge","	2.10","	2.10","	True","	False","	False","	0","	none","	0.0","	","	N/A","	","	2020-06-06 10:38:06.876","	Organic","	organic","	","	","	old","	0","	True","	granted","	male"
